fecha,texto,emocion
2024-02-05,Experimenté un momento de paz siempre me inspira.,felicidad
2021-10-28,Entre los estudios y las deudas no puedo relajarme.,estrés
2024-10-01,Mi vecino me hizo sentir exasperado al confrontar a alguien.,enojo
2023-12-11,No puedo dejar de pensar en no cumplieron su promesa.,tristeza
2024-03-22,Hoy disfruté un logro personal y me siento pleno.,felicidad
2021-03-07,Necesito organizarme mejor pero me falta energía.,estrés
2022-10-18,Qué agradecido día para un momento de paz.,felicidad
2022-07-20,Necesito organizarme mejor pero no tengo tiempo.,estrés
2022-08-31,Mi familiar me hizo sentir exasperado al tomar decisiones.,enojo
2023-09-29,Hoy disfruté un momento de paz y me siento optimista.,felicidad
2023-03-08,Estoy frustrado porque me criticaron sin razón.,enojo
2023-12-06,No puedo confrontar a alguien sin sentir sudores fríos.,ansiedad
2020-04-11,Un desconocido me hizo sentir resentido al tomar decisiones!,enojo
2022-05-28,Un vacío en el pecho cuando recuerdo lo sucedido.,tristeza
2023-09-23,Estoy indignado porque rompieron mis pertenencias.,enojo
2023-05-15,Necesito un descanso pero no tengo tiempo.,estrés
2021-11-01,Me siento desolado desde que terminó nuestra relación...,tristeza
2023-03-27,Hoy logré un tiempo con mi familia y me siento eufórico.,felicidad
2023-06-09,Estoy indignado porque me ignoraron en la reunión.,enojo
2021-06-15,Mi mente no deja de pensar en el próximo examen.,ansiedad
2023-09-06,Me siento nostálgico desde que perdí mi trabajo.,tristeza
2021-03-10,Hoy logré un logro personal y me siento entusiasmado.,felicidad
2023-01-17,Me siento desanimado desde que terminó nuestra relación.,tristeza
2020-09-05,Tengo miedo de que pierda el control.,ansiedad
2020-11-12,Necesito pedir ayuda pero no me escuchan.,estrés
2020-11-10,Hoy descubrí un logro personal y me siento agradecido.,felicidad
2021-05-14,Me siento nostálgico desde que mudaron lejos.,tristeza
2023-08-14,Mi mente no deja de pensar en la situación económica.,ansiedad
2024-07-07,Compartí un tiempo con mi familia siempre me alegra.,felicidad
2020-01-04,Necesito un descanso pero no me escuchan.,estrés
2024-12-13,No puedo tomar decisiones sin sentir palpitaciones.,ansiedad
2024-06-19,Tengo miedo de que fracase.,ansiedad
2021-07-27,No puedo dejar de pensar en me criticaron sin razón.,tristeza
2022-05-01,El tráfico me tiene al límite.,estrés
2022-04-19,No puedo hablar en público sin sentir temblores.,ansiedad
2023-05-10,Mi mente no deja de pensar en lo que dijeron de mí.,ansiedad
2020-04-05,Una opresión en el pecho cuando escucho esa canción.,tristeza
2021-05-14,Un dolor sordo en el pecho cuando escucho esa canción.,tristeza
2023-05-08,Mi mente no deja de pensar en el próximo examen.,ansiedad
2022-06-05,Qué eufórico día para un tiempo con mi familia.,felicidad
2024-07-29,Necesito delegar tareas pero me falta energía.,estrés
2021-10-18,Necesito delegar tareas pero no me escuchan.,estrés
2020-03-10,Un peso en el pecho cuando escucho esa canción.,tristeza
2022-03-18,No soporto cuando no cumplieron su promesa.,enojo
2023-07-08,Necesito un descanso pero me falta energía.,estrés
2020-01-19,Necesito organizarme mejor pero me falta energía.,estrés
2021-07-03,Hoy logré un momento de paz y me siento optimista.,felicidad
2020-04-13,El jefe exigente me tiene al límite.,estrés
2022-11-05,No soporto cuando me criticaron sin razón.,enojo
2020-04-15,Compartí una caminata al aire libre siempre me motiva.,felicidad
2024-11-09,Qué eufórico día para un tiempo con mi familia.,felicidad
2023-12-03,Logré una caminata al aire libre siempre me alegra.,felicidad
2023-09-13,No puedo dejar de pensar en me criticaron sin razón.,tristeza
2021-07-12,Mi jefe me hizo sentir frustrado al confrontar a alguien.,enojo
2024-05-23,Estoy indignado porque rompieron mis pertenencias.,enojo
2020-10-07,Compartí una conversación significativa siempre me alegra.,felicidad
2024-07-23,No puedo dejar de pensar en no cumplieron su promesa.,tristeza
2020-12-14,No soporto cuando me ignoraron en la reunión.,enojo
2020-02-11,Un vacío en el pecho cuando recuerdo lo sucedido.,tristeza
2020-12-02,Mi mente no deja de pensar en la situación económica.,ansiedad
2022-11-01,Un dolor sordo en el pecho cuando pienso en el futuro.,tristeza
2023-05-27,Experimenté una conversación significativa siempre me llena de energía.,felicidad
2021-06-13,No soporto cuando rompieron mis pertenencias.,enojo
2022-12-12,Mi mente no deja de pensar en la situación económica.,ansiedad
2020-07-05,Mi vecino me hizo sentir frustrado al tomar decisiones.,enojo
2022-04-24,No soporto cuando rompieron mis pertenencias.,enojo
2024-10-30,Tengo miedo de que todo salga mal.,ansiedad
2024-09-27,No soporto cuando no cumplieron su promesa.,enojo
2022-03-01,Tengo miedo de que todo salga mal.,ansiedad
2024-08-30,El ruido constante me tiene al límite.,estrés
2020-06-23,Qué optimista día para un tiempo con mi familia.,felicidad
2020-11-30,El tráfico me tiene al límite.,estrés
2024-07-30,No puedo hablar en público sin sentir temblores.,ansiedad
2024-01-27,Disfruté un tiempo con mi familia siempre me motiva...,felicidad
2022-04-04,Qué entusiasmado día para un momento de paz.,felicidad
2023-06-27,No puedo confrontar a alguien sin sentir sudores fríos.,ansiedad
2021-03-13,Mi vecino me hizo sentir irritado al tomar decisiones.,enojo
2022-07-13,Necesito organizarme mejor pero no me escuchan.,estrés
2020-10-16,Descubrí una conversación significativa siempre me inspira.,felicidad
2024-03-30,Estoy exasperado porque me ignoraron en la reunión.,enojo
2021-01-11,Mi mente no deja de pensar en el próximo examen.,ansiedad
2023-06-20,Mi mente no deja de pensar en el próximo examen.,ansiedad
2022-06-17,No puedo tomar decisiones sin sentir temblores.,ansiedad
2023-02-14,Mi vecino me hizo sentir resentido al tomar decisiones.,enojo
2020-02-04,Hoy experimenté un momento de paz y me siento eufórico.,felicidad
2022-08-02,No soporto cuando me criticaron sin razón.,enojo
2023-11-12,Mi vecino me hizo sentir irritado al tomar decisiones.,enojo
2022-08-07,Mi familiar me hizo sentir exasperado al confrontar a alguien.,enojo
2021-09-30,Necesito un descanso pero me falta energía.,estrés
2021-10-10,Estoy frustrado porque me ignoraron en la reunión.,enojo
2024-10-27,Me siento vacío desde que mudaron lejos.,tristeza
2023-09-12,Me siento desanimado desde que perdí mi trabajo.,tristeza
2023-01-02,El jefe exigente me tiene al límite.,estrés
2020-10-16,Mi pareja me hizo sentir exasperado al confrontar a alguien.,enojo
2020-05-14,No soporto cuando me criticaron sin razón.,enojo
2020-02-21,Necesito delegar tareas pero no tengo tiempo.,estrés
2023-12-09,Qué optimista día para una conversación significativa.,felicidad
2022-04-23,Logré una caminata al aire libre siempre me inspira.,felicidad
2020-11-18,Una opresión en el pecho cuando recuerdo lo sucedido.,tristeza
2024-05-27,Hoy disfruté un tiempo con mi familia y me siento optimista.,felicidad
2022-02-20,No puedo dejar de pensar en me criticaron sin razón.,tristeza
2021-04-01,Tengo miedo de que todo salga mal.,ansiedad
2022-02-09,Descubrí una conversación significativa siempre me alegra.,felicidad
2022-07-24,Entre los estudios y los quehaceres domésticos no puedo dormir bien.,estrés
2023-11-26,No puedo hablar en público sin sentir palpitaciones.,ansiedad
2021-11-09,No puedo tomar decisiones sin sentir mareos.,ansiedad
2022-03-17,El ruido constante me tiene al límite.,estrés
2024-06-14,Entre el trabajo y el proyecto final no puedo concentrarme.,estrés
2024-09-11,Un vacío en el pecho cuando recuerdo lo sucedido.,tristeza
2022-03-01,Logré un momento de paz siempre me llena de energía.,felicidad
2020-11-01,Hoy disfruté un tiempo con mi familia y me siento entusiasmado.,felicidad
2023-03-14,Mi mente no deja de pensar en la situación económica.,ansiedad
2021-02-07,No puedo hablar en público sin sentir temblores.,ansiedad
2024-10-21,No puedo tomar decisiones sin sentir mareos.,ansiedad
2022-01-03,Un dolor sordo en el pecho cuando pienso en el futuro!,tristeza
2023-05-20,Mi mente no deja de pensar en la situación económica.,ansiedad
2020-06-05,Mi mente no deja de pensar en la situación económica.,ansiedad
2020-01-04,Qué entusiasmado día para un tiempo con mi familia.,felicidad
2020-02-10,Mi pareja me hizo sentir exasperado al tomar decisiones.,enojo
2024-09-23,Estoy frustrado porque me criticaron sin razón.,enojo
2022-10-05,Me siento desolado desde que perdí mi trabajo.,tristeza
2021-12-20,Tengo miedo de que fracase.,ansiedad
2022-12-18,No puedo tomar decisiones sin sentir palpitaciones.,ansiedad
2024-04-17,El ruido constante me tiene al límite.,estrés
2022-12-06,Entre los estudios y los quehaceres domésticos no puedo concentrarme.,estrés
2022-10-21,Mi mente no deja de pensar en la situación económica.,ansiedad
2024-02-05,Tengo miedo de que fracase.,ansiedad
2022-11-15,Descubrí un tiempo con mi familia siempre me motiva.,felicidad
2021-07-14,Un peso en el pecho cuando pienso en el futuro.,tristeza
2023-08-26,Estoy frustrado porque me ignoraron en la reunión.,enojo
2024-12-17,Un vacío en el pecho cuando escucho esa canción.,tristeza
2023-06-29,Qué entusiasmado día para un tiempo con mi familia.,felicidad
2021-10-11,Qué optimista día para un logro personal.,felicidad
2024-07-12,Estoy exasperado porque rompieron mis pertenencias.,enojo
2024-11-02,Compartí una conversación significativa siempre me alegra.,felicidad
2020-08-08,Compartí un momento de paz siempre me da paz.,felicidad
2023-02-27,Un peso en el pecho cuando escucho esa canción.,tristeza
2020-03-05,Hoy descubrí un momento de paz y me siento agradecido.,felicidad
2021-01-03,Hoy compartí un logro personal y me siento entusiasmado.,felicidad
2024-08-25,Tengo miedo de que fracase.,ansiedad
2023-09-21,No puedo dejar de pensar en me ignoraron en la reunión.,tristeza
2021-12-04,Mi familiar me hizo sentir irritado al tomar decisiones.,enojo
2021-12-13,Qué eufórico día para un tiempo con mi familia.,felicidad
2021-09-10,Un peso en el pecho cuando pienso en el futuro.,tristeza
2020-05-26,Un peso en el pecho cuando recuerdo lo sucedido.,tristeza
2023-10-31,Entre el cuidado de los niños y el proyecto final no puedo dormir bien.,estrés
2022-03-30,No puedo confrontar a alguien sin sentir sudores fríos.,ansiedad
2022-12-14,No puedo confrontar a alguien sin sentir sudores fríos.,ansiedad
2023-06-08,Estoy exasperado porque me ignoraron en la reunión...,enojo
2021-02-21,No puedo dejar de pensar en me ignoraron en la reunión.,tristeza
2023-11-16,Necesito pedir ayuda pero no tengo tiempo.,estrés
2024-02-16,No puedo dejar de pensar en no cumplieron su promesa.,tristeza
2023-06-22,Un peso en el pecho cuando escucho esa canción.,tristeza
2024-03-05,No puedo dejar de pensar en no cumplieron su promesa.,tristeza
2022-10-29,Tengo miedo de que todo salga mal.,ansiedad
2024-06-05,Necesito organizarme mejor pero no me escuchan.,estrés
2021-10-07,El tráfico me tiene al límite.,estrés
2024-03-06,Mi pareja me hizo sentir resentido al tomar decisiones.,enojo
2022-03-25,No soporto cuando me criticaron sin razón.,enojo
2023-02-09,Qué pleno día para una conversación significativa.,felicidad
2020-10-26,Hoy disfruté una conversación significativa y me siento entusiasmado.,felicidad
2021-02-12,Mi mente no deja de pensar en lo que dijeron de mí.,ansiedad
2023-09-28,Qué entusiasmado día para una conversación significativa.,felicidad
2024-08-30,Qué entusiasmado día para un logro personal.,felicidad
2020-08-27,Estoy indignado porque rompieron mis pertenencias.,enojo
2021-08-14,Hoy disfruté un tiempo con mi familia y me siento agradecido.,felicidad
2021-10-20,Tengo miedo de que pierda el control.,ansiedad
2023-02-09,Necesito un descanso pero no me escuchan.,estrés
2021-12-04,Estoy frustrado porque rompieron mis pertenencias.,enojo
2024-03-09,No puedo hablar en público sin sentir temblores.,ansiedad
2024-01-22,Qué agradecido día para un tiempo con mi familia.,felicidad
2022-01-21,Un desconocido me hizo sentir exasperado al tomar decisiones.,enojo
2023-05-26,Tengo miedo de que pierda el control.,ansiedad
2020-09-09,Entre el cuidado de los niños y los quehaceres domésticos no puedo dormir bien...,estrés
2023-05-12,Una opresión en el pecho cuando pienso en el futuro.,tristeza
2024-05-11,Un desconocido me hizo sentir exasperado al tomar decisiones.,enojo
2020-09-06,Mi pareja me hizo sentir frustrado al confrontar a alguien.,enojo
2022-11-24,Una opresión en el pecho cuando recuerdo lo sucedido.,tristeza
2020-11-25,Mi jefe me hizo sentir resentido al tomar decisiones.,enojo
2021-10-07,Hoy logré un logro personal y me siento agradecido.,felicidad
2023-08-11,Me siento vacío desde que terminó nuestra relación.,tristeza
2024-12-29,Experimenté un logro personal siempre me motiva.,felicidad
2024-08-31,No puedo confrontar a alguien sin sentir sudores fríos.,ansiedad
2022-01-24,No puedo dejar de pensar en me ignoraron en la reunión.,tristeza
2020-04-23,Me siento vacío desde que terminó nuestra relación.,tristeza
2020-01-17,Tengo miedo de que todo salga mal.,ansiedad
2020-08-31,Mi vecino me hizo sentir irritado al hablar en público.,enojo
2022-11-30,No puedo confrontar a alguien sin sentir palpitaciones.,ansiedad
2020-08-30,Entre el cuidado de los niños y el proyecto final no puedo priorizar!,estrés
2021-04-30,El jefe exigente me tiene al límite.,estrés
2024-10-13,Hoy logré un momento de paz y me siento agradecido.,felicidad
2020-09-28,Necesito un descanso pero no tengo tiempo.,estrés
2024-11-23,Qué eufórico día para un momento de paz.,felicidad
2021-07-23,El jefe exigente me tiene al límite.,estrés
2020-08-23,Mi mente no deja de pensar en la situación económica.,ansiedad
2024-05-23,Un dolor sordo en el pecho cuando recuerdo lo sucedido.,tristeza
2024-01-08,No soporto cuando no cumplieron su promesa.,enojo
2021-12-14,Necesito delegar tareas pero no me escuchan.,estrés
2020-05-28,No soporto cuando me criticaron sin razón.,enojo
2021-10-14,No puedo dejar de pensar en me criticaron sin razón.,tristeza
2023-02-04,Me siento desolado desde que mudaron lejos.,tristeza
2023-01-26,Entre el trabajo y las deudas no puedo priorizar.,estrés
2024-07-31,Tengo miedo de que pierda el control.,ansiedad
2022-10-20,Estoy resentido porque no cumplieron su promesa.,enojo
2022-09-06,Estoy indignado porque no cumplieron su promesa.,enojo
2022-05-01,No puedo dejar de pensar en me ignoraron en la reunión.,tristeza
2021-02-20,Estoy exasperado porque no cumplieron su promesa.,enojo
2023-03-21,Mi familiar me hizo sentir indignado al hablar en público.,enojo
2023-07-16,No soporto cuando me ignoraron en la reunión.,enojo
2023-03-23,Un dolor sordo en el pecho cuando escucho esa canción.,tristeza
2023-07-04,Descubrí un logro personal siempre me motiva.,felicidad
2024-08-25,Entre el trabajo y el proyecto final no puedo priorizar.,estrés
2023-02-23,Mi mente no deja de pensar en lo que dijeron de mí.,ansiedad
2023-10-09,No puedo dejar de pensar en no cumplieron su promesa.,tristeza
2020-10-26,Un desconocido me hizo sentir exasperado al hablar en público.,enojo
2021-01-13,Hoy disfruté un tiempo con mi familia y me siento optimista.,felicidad
2022-11-03,Necesito organizarme mejor pero me falta energía.,estrés
2023-05-05,Experimenté una caminata al aire libre siempre me motiva.,felicidad
2022-12-20,Mi jefe me hizo sentir frustrado al confrontar a alguien.,enojo
2023-02-14,Mi mente no deja de pensar en la situación económica.,ansiedad
2021-03-09,Hoy logré una caminata al aire libre y me siento pleno.,felicidad
2021-03-23,El ruido constante me tiene al límite.,estrés
2023-05-30,Tengo miedo de que todo salga mal.,ansiedad
2022-12-13,Necesito delegar tareas pero me falta energía.,estrés
2022-06-18,Un vacío en el pecho cuando pienso en el futuro.,tristeza
2024-04-01,No puedo tomar decisiones sin sentir palpitaciones.,ansiedad
2020-05-15,Me siento desolado desde que terminó nuestra relación.,tristeza
2024-07-11,No soporto cuando me ignoraron en la reunión.,enojo
2022-01-03,No puedo tomar decisiones sin sentir temblores.,ansiedad
2023-08-04,Hoy disfruté una caminata al aire libre y me siento pleno.,felicidad
2023-11-15,No puedo dejar de pensar en rompieron mis pertenencias.,tristeza
2023-06-10,Tengo miedo de que pierda el control.,ansiedad
2020-12-29,Entre el trabajo y los quehaceres domésticos no puedo relajarme.,estrés
2020-02-23,Me siento abatido desde que terminó nuestra relación.,tristeza
2023-04-09,No soporto cuando no cumplieron su promesa.,enojo
2020-06-14,Tengo miedo de que me juzguen.,ansiedad
2024-06-22,Disfruté un logro personal siempre me llena de energía.,felicidad
2023-10-19,No soporto cuando rompieron mis pertenencias.,enojo
2021-12-12,Estoy indignado porque rompieron mis pertenencias.,enojo
2021-06-10,No puedo hablar en público sin sentir palpitaciones.,ansiedad
2020-02-10,No soporto cuando no cumplieron su promesa.,enojo
2021-09-23,Necesito pedir ayuda pero me falta energía.,estrés
2024-07-21,No puedo dejar de pensar en no cumplieron su promesa.,tristeza
2023-10-06,Mi mente no deja de pensar en el próximo examen.,ansiedad
2022-11-23,No puedo dejar de pensar en me criticaron sin razón.,tristeza
2024-02-08,Necesito delegar tareas pero no tengo tiempo.,estrés
2022-06-10,Tengo miedo de que pierda el control.,ansiedad
2023-07-24,Entre el trabajo y los quehaceres domésticos no puedo relajarme.,estrés
2023-10-09,No soporto cuando me criticaron sin razón.,enojo
2024-06-10,No puedo confrontar a alguien sin sentir temblores.,ansiedad
2023-12-03,Me siento vacío desde que mudaron lejos.,tristeza
2020-04-26,Necesito delegar tareas pero me falta energía.,estrés
2020-11-21,Experimenté una conversación significativa siempre me motiva.,felicidad
2023-02-16,Tengo miedo de que pierda el control.,ansiedad
2023-08-10,Hoy experimenté una conversación significativa y me siento optimista.,felicidad
2024-03-12,No puedo hablar en público sin sentir sudores fríos.,ansiedad
2021-02-27,No soporto cuando no cumplieron su promesa.,enojo
2024-09-26,El jefe exigente me tiene al límite.,estrés
2024-12-23,Mi mente no deja de pensar en lo que dijeron de mí.,ansiedad
2021-05-03,No puedo tomar decisiones sin sentir palpitaciones.,ansiedad
2021-04-08,Estoy indignado porque me criticaron sin razón.,enojo
2021-09-19,No puedo confrontar a alguien sin sentir mareos.,ansiedad
2023-11-27,No puedo dejar de pensar en rompieron mis pertenencias.,tristeza
2021-09-15,Mi familiar me hizo sentir resentido al tomar decisiones.,enojo
2022-10-08,Disfruté una caminata al aire libre siempre me llena de energía.,felicidad
2023-04-05,Estoy resentido porque no cumplieron su promesa...,enojo
2022-05-06,El plazos ajustados me tiene al límite.,estrés
2020-01-17,Disfruté una conversación significativa siempre me motiva.,felicidad
2022-02-05,Mi mente no deja de pensar en el próximo examen.,ansiedad
2023-06-20,Qué entusiasmado día para un tiempo con mi familia.,felicidad
2021-10-24,Estoy indignado porque me criticaron sin razón.,enojo
2020-02-23,Hoy disfruté un tiempo con mi familia y me siento optimista.,felicidad
2022-11-08,Entre los estudios y los quehaceres domésticos no puedo priorizar.,estrés
2024-10-29,El jefe exigente me tiene al límite.,estrés
2023-10-02,Necesito un descanso pero me falta energía.,estrés
2020-07-12,Hoy logré un tiempo con mi familia y me siento entusiasmado!,felicidad
2022-09-30,Hoy compartí una caminata al aire libre y me siento agradecido.,felicidad
2022-11-02,Una opresión en el pecho cuando recuerdo lo sucedido.,tristeza
2024-02-25,Descubrí un momento de paz siempre me motiva.,felicidad
2022-12-05,El jefe exigente me tiene al límite.,estrés
2024-05-26,Entre los estudios y los quehaceres domésticos no puedo priorizar!,estrés
2024-04-02,No puedo dejar de pensar en me criticaron sin razón.,tristeza
2024-12-02,Me siento nostálgico desde que perdí mi trabajo.,tristeza
2024-09-26,Una opresión en el pecho cuando escucho esa canción.,tristeza
2020-01-14,Mi mente no deja de pensar en lo que dijeron de mí.,ansiedad
2021-01-27,Qué eufórico día para un logro personal.,felicidad
2020-02-19,Estoy indignado porque rompieron mis pertenencias.,enojo
2023-05-27,Un dolor sordo en el pecho cuando recuerdo lo sucedido.,tristeza
2020-01-21,Mi mente no deja de pensar en la situación económica.,ansiedad
2023-06-19,Estoy irritado porque no cumplieron su promesa.,enojo
2020-01-25,Me siento nostálgico desde que terminó nuestra relación.,tristeza
2020-03-07,Me siento abatido desde que mudaron lejos.,tristeza
2020-10-06,No puedo dejar de pensar en me ignoraron en la reunión.,tristeza
2021-05-20,Tengo miedo de que pierda el control.,ansiedad
2023-09-07,No puedo hablar en público sin sentir sudores fríos.,ansiedad
2022-04-28,El tráfico me tiene al límite.,estrés
2024-09-29,Un peso en el pecho cuando pienso en el futuro.,tristeza
2020-07-04,Hoy disfruté un momento de paz y me siento optimista.,felicidad
2020-12-02,No soporto cuando me ignoraron en la reunión.,enojo
2022-03-20,Mi familiar me hizo sentir exasperado al confrontar a alguien.,enojo
2020-07-20,Estoy irritado porque me criticaron sin razón.,enojo
2024-04-01,Tengo miedo de que todo salga mal.,ansiedad
2023-07-21,Qué eufórico día para una conversación significativa.,felicidad
2021-07-09,Necesito delegar tareas pero no tengo tiempo.,estrés
2020-08-03,Mi mente no deja de pensar en la situación económica.,ansiedad
2021-11-05,No soporto cuando me ignoraron en la reunión.,enojo
2021-06-01,Me siento desolado desde que perdí mi trabajo.,tristeza
2021-01-08,Necesito pedir ayuda pero no tengo tiempo.,estrés
2023-02-16,Un vacío en el pecho cuando pienso en el futuro.,tristeza
2023-07-25,Estoy frustrado porque no cumplieron su promesa.,enojo
2021-05-24,Descubrí una conversación significativa siempre me motiva.,felicidad
2022-06-06,Estoy exasperado porque me criticaron sin razón.,enojo
2022-08-27,Un dolor sordo en el pecho cuando pienso en el futuro.,tristeza
2022-07-13,No puedo dejar de pensar en no cumplieron su promesa.,tristeza
2020-10-12,Mi mente no deja de pensar en lo que dijeron de mí.,ansiedad
2021-08-30,Un dolor sordo en el pecho cuando recuerdo lo sucedido.,tristeza
2024-04-22,No puedo confrontar a alguien sin sentir sudores fríos.,ansiedad
2020-10-07,No puedo dejar de pensar en me ignoraron en la reunión.,tristeza
2021-01-29,Un peso en el pecho cuando recuerdo lo sucedido.,tristeza
2023-03-27,Hoy compartí un tiempo con mi familia y me siento eufórico.,felicidad
2023-07-10,No soporto cuando me criticaron sin razón.,enojo
2024-07-25,Un vacío en el pecho cuando pienso en el futuro.,tristeza
2021-08-30,Entre el cuidado de los niños y las deudas no puedo concentrarme.,estrés
2023-02-16,Entre el cuidado de los niños y los quehaceres domésticos no puedo priorizar...,estrés
2023-11-13,Qué optimista día para una caminata al aire libre.,felicidad
2022-01-13,Mi mente no deja de pensar en la situación económica.,ansiedad
2024-05-13,Descubrí un momento de paz siempre me llena de energía.,felicidad
2023-01-01,Estoy irritado porque me ignoraron en la reunión.,enojo
2021-09-06,No puedo dejar de pensar en me ignoraron en la reunión...,tristeza
2022-06-17,Tengo miedo de que pierda el control.,ansiedad
2020-01-24,Qué optimista día para un momento de paz.,felicidad
2024-01-23,El ruido constante me tiene al límite.,estrés
2024-02-11,No puedo tomar decisiones sin sentir mareos.,ansiedad
2022-08-14,Un peso en el pecho cuando recuerdo lo sucedido.,tristeza
2022-07-04,Me siento nostálgico desde que mudaron lejos.,tristeza
2022-02-09,Un dolor sordo en el pecho cuando escucho esa canción.,tristeza
2023-11-01,Entre los estudios y el proyecto final no puedo dormir bien.,estrés
2021-10-27,No soporto cuando no cumplieron su promesa.,enojo
2020-01-13,El plazos ajustados me tiene al límite.,estrés
2024-10-22,No puedo hablar en público sin sentir sudores fríos.,ansiedad
2022-10-10,Entre el trabajo y las deudas no puedo dormir bien.,estrés
2022-01-26,Necesito organizarme mejor pero me falta energía.,estrés
2023-11-12,Mi pareja me hizo sentir frustrado al tomar decisiones.,enojo
2023-06-14,Logré un tiempo con mi familia siempre me llena de energía.,felicidad
2024-04-25,Descubrí un momento de paz siempre me da paz.,felicidad
2023-03-14,Compartí un tiempo con mi familia siempre me da paz.,felicidad
2020-02-14,No puedo tomar decisiones sin sentir palpitaciones.,ansiedad
2024-12-25,Hoy experimenté un logro personal y me siento optimista.,felicidad
2021-12-08,Mi mente no deja de pensar en lo que dijeron de mí.,ansiedad
2021-01-03,Mi mente no deja de pensar en el próximo examen.,ansiedad
2021-06-28,Disfruté un logro personal siempre me motiva.,felicidad
2022-07-06,Tengo miedo de que me juzguen.,ansiedad
2020-05-01,Tengo miedo de que fracase.,ansiedad
2021-06-23,Mi mente no deja de pensar en lo que dijeron de mí...,ansiedad
2023-04-22,Entre los estudios y el proyecto final no puedo relajarme.,estrés
2022-04-20,Mi pareja me hizo sentir irritado al hablar en público.,enojo
2023-05-18,Un vacío en el pecho cuando recuerdo lo sucedido.,tristeza
2023-12-29,Me siento desolado desde que terminó nuestra relación.,tristeza
2021-12-25,Hoy experimenté un momento de paz y me siento eufórico.,felicidad
2021-04-08,Mi pareja me hizo sentir indignado al confrontar a alguien.,enojo
2024-06-10,Un peso en el pecho cuando recuerdo lo sucedido.,tristeza
2024-04-28,Me siento abatido desde que mudaron lejos.,tristeza
2021-12-03,No puedo tomar decisiones sin sentir sudores fríos.,ansiedad
2021-05-25,No puedo dejar de pensar en no cumplieron su promesa.,tristeza
2022-05-02,Entre el trabajo y las deudas no puedo dormir bien.,estrés
2020-12-06,No soporto cuando no cumplieron su promesa.,enojo
2021-06-30,Tengo miedo de que pierda el control.,ansiedad
2022-04-01,Qué agradecido día para un tiempo con mi familia.,felicidad
2020-05-12,Descubrí una caminata al aire libre siempre me motiva.,felicidad
2024-08-22,Me siento nostálgico desde que perdí mi trabajo.,tristeza
2023-05-01,Entre los estudios y el proyecto final no puedo relajarme.,estrés
2020-06-28,Necesito pedir ayuda pero no me escuchan.,estrés
2021-07-02,Entre el trabajo y los quehaceres domésticos no puedo priorizar.,estrés
2023-11-13,Tengo miedo de que fracase.,ansiedad
2021-11-20,Un vacío en el pecho cuando escucho esa canción.,tristeza
2020-03-15,Necesito un descanso pero no me escuchan.,estrés
2020-05-08,Mi mente no deja de pensar en el próximo examen.,ansiedad
2022-10-02,Mi jefe me hizo sentir resentido al hablar en público.,enojo
2024-06-01,Un peso en el pecho cuando recuerdo lo sucedido.,tristeza
2022-11-17,Entre los estudios y los quehaceres domésticos no puedo priorizar.,estrés
2024-03-12,No soporto cuando rompieron mis pertenencias.,enojo
2020-11-18,Necesito delegar tareas pero no tengo tiempo.,estrés
2024-11-21,No puedo dejar de pensar en me criticaron sin razón.,tristeza
2023-11-23,Me siento vacío desde que perdí mi trabajo.,tristeza
2021-11-15,Descubrí un tiempo con mi familia siempre me inspira.,felicidad
2020-11-01,El tráfico me tiene al límite.,estrés
2021-02-11,Me siento abatido desde que perdí mi trabajo.,tristeza
2021-12-11,Mi pareja me hizo sentir resentido al hablar en público.,enojo
2024-04-27,Tengo miedo de que pierda el control!,ansiedad
2023-02-27,Qué eufórico día para un tiempo con mi familia.,felicidad
2021-02-09,Estoy indignado porque me ignoraron en la reunión.,enojo
2021-01-24,Mi familiar me hizo sentir frustrado al tomar decisiones.,enojo
2021-03-12,Necesito un descanso pero no me escuchan.,estrés
2023-09-28,Tengo miedo de que todo salga mal.,ansiedad
2023-05-30,No puedo dejar de pensar en me criticaron sin razón.,tristeza
2023-04-06,Necesito organizarme mejor pero no me escuchan.,estrés
2023-09-16,Me siento vacío desde que mudaron lejos.,tristeza
2021-11-24,No puedo tomar decisiones sin sentir temblores.,ansiedad
2022-05-19,Qué optimista día para una conversación significativa.,felicidad
2023-03-30,El jefe exigente me tiene al límite.,estrés
2022-06-19,Necesito delegar tareas pero me falta energía.,estrés
2021-02-18,Hoy disfruté un tiempo con mi familia y me siento entusiasmado.,felicidad
2023-06-15,Mi pareja me hizo sentir resentido al hablar en público.,enojo
2020-11-21,No puedo dejar de pensar en rompieron mis pertenencias!,tristeza
2020-04-22,Mi vecino me hizo sentir frustrado al tomar decisiones.,enojo
2020-03-07,No puedo hablar en público sin sentir mareos.,ansiedad
2024-12-17,Entre los estudios y las deudas no puedo concentrarme.,estrés
2022-05-08,Una opresión en el pecho cuando recuerdo lo sucedido.,tristeza
2020-07-02,No soporto cuando no cumplieron su promesa.,enojo
2020-06-18,Estoy frustrado porque me ignoraron en la reunión.,enojo
2021-12-28,Qué pleno día para una caminata al aire libre.,felicidad
2023-07-02,El jefe exigente me tiene al límite.,estrés
2024-04-13,Mi jefe me hizo sentir frustrado al hablar en público.,enojo
2024-05-18,Tengo miedo de que pierda el control.,ansiedad
2020-07-28,No puedo tomar decisiones sin sentir temblores.,ansiedad
2022-05-07,Necesito un descanso pero no me escuchan.,estrés
